entity_id,trip_id,route_id,route_short_name,route_long_name,start_date,start_time,direction_id,trip_headsign,shape_id,schedule_relationship,vehicle_id,vehicle_label,trip_update_timestamp_local,feed_header_timestamp_local
trip_update_TRAM11-02-1-251208-ab-1340,TRAM11-02-1-251208-ab-1340,riga_tram_11,11,Ausekļa iela - Mežaparks,,,0.0,Mežaparks,riga_tram_11_a-b,0,30024,Tramvajs 11,2026-04-01T13:56:16+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM11-02-1-251208-ba-1430,TRAM11-02-1-251208-ba-1430,riga_tram_11,11,Ausekļa iela - Mežaparks,,,1.0,Ausekļa iela,riga_tram_11_b-a,0,30024,Tramvajs 11,2026-04-01T13:56:16+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM11-03-1-251208-ab-1350,TRAM11-03-1-251208-ab-1350,riga_tram_11,11,Ausekļa iela - Mežaparks,,,0.0,Mežaparks,riga_tram_11_a-b,0,57171,Tramvajs 11,2026-04-01T13:56:13+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM11-03-1-251208-ba-1440,TRAM11-03-1-251208-ba-1440,riga_tram_11,11,Ausekļa iela - Mežaparks,,,1.0,Ausekļa iela,riga_tram_11_b-a,0,57171,Tramvajs 11,2026-04-01T13:56:13+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM11-05-1-251208-ab-1400,TRAM11-05-1-251208-ab-1400,riga_tram_11,11,Ausekļa iela - Mežaparks,,,0.0,Mežaparks,riga_tram_11_a-b,0,30002,Tramvajs 11,2026-04-01T13:56:15+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM11-05-1-251208-ba-1330,TRAM11-05-1-251208-ba-1330,riga_tram_11,11,Ausekļa iela - Mežaparks,,,1.0,Ausekļa iela,riga_tram_11_b-a,0,30002,Tramvajs 11,2026-04-01T13:56:15+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM11-05-1-251208-ba-1450,TRAM11-05-1-251208-ba-1450,riga_tram_11,11,Ausekļa iela - Mežaparks,,,1.0,Ausekļa iela,riga_tram_11_b-a,0,30002,Tramvajs 11,2026-04-01T13:56:15+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM11-06-1-251208-ab-1410,TRAM11-06-1-251208-ab-1410,riga_tram_11,11,Ausekļa iela - Mežaparks,,,0.0,Mežaparks,riga_tram_11_a-b,0,57169,Tramvajs 11,2026-04-01T13:56:13+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM11-06-1-251208-ba-1340,TRAM11-06-1-251208-ba-1340,riga_tram_11,11,Ausekļa iela - Mežaparks,,,1.0,Ausekļa iela,riga_tram_11_b-a,0,57169,Tramvajs 11,2026-04-01T13:56:13+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM11-08-1-251208-ab-1430,TRAM11-08-1-251208-ab-1430,riga_tram_11,11,Ausekļa iela - Mežaparks,,,0.0,Mežaparks,riga_tram_11_a-b,0,30188,Tramvajs 11,2026-04-01T13:56:14+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM11-08-1-251208-ba-1350,TRAM11-08-1-251208-ba-1350,riga_tram_11,11,Ausekļa iela - Mežaparks,,,1.0,Ausekļa iela,riga_tram_11_b-a,0,30188,Tramvajs 11,2026-04-01T13:56:14+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM11-09-1-251208-ab-1440,TRAM11-09-1-251208-ab-1440,riga_tram_11,11,Ausekļa iela - Mežaparks,,,0.0,Mežaparks,riga_tram_11_a-b,0,57147,Tramvajs 11,2026-04-01T13:56:14+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM11-09-1-251208-ba-1400,TRAM11-09-1-251208-ba-1400,riga_tram_11,11,Ausekļa iela - Mežaparks,,,1.0,Ausekļa iela,riga_tram_11_b-a,0,57147,Tramvajs 11,2026-04-01T13:56:14+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM14-01-1-251028-ab-1400,TRAM14-01-1-251028-ab-1400,riga_tram_14,14,Iļģuciems - Ķengarags,,,0.0,Ķengarags,riga_tram_14_a-b,0,57626,Tramvajs 14,2026-04-01T13:56:10+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM14-02-1-251028-ab-1430,TRAM14-02-1-251028-ab-1430,riga_tram_14,14,Iļģuciems - Ķengarags,,,0.0,Ķengarags,riga_tram_14_a-b,0,57572,Tramvajs 14,2026-04-01T13:56:07+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM14-02-1-251028-ba-1330,TRAM14-02-1-251028-ba-1330,riga_tram_14,14,Iļģuciems - Ķengarags,,,1.0,Iļģuciems,riga_tram_14_b-a,0,57572,Tramvajs 14,2026-04-01T13:56:07+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM14-03-1-251028-ba-1400,TRAM14-03-1-251028-ba-1400,riga_tram_14,14,Iļģuciems - Ķengarags,,,1.0,Iļģuciems,riga_tram_14_b-a,0,57648,Tramvajs 14,2026-04-01T13:56:07+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM14-04-1-251028-ab-1330,TRAM14-04-1-251028-ab-1330,riga_tram_14,14,Iļģuciems - Ķengarags,,,0.0,Ķengarags,riga_tram_14_a-b,0,57615,Tramvajs 14,2026-04-01T13:56:12+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM14-04-1-251028-ba-1440,TRAM14-04-1-251028-ba-1440,riga_tram_14,14,Iļģuciems - Ķengarags,,,1.0,Iļģuciems,riga_tram_14_b-a,0,57615,Tramvajs 14,2026-04-01T13:56:12+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM5-01-1-260226-ab-1340,TRAM5-01-1-260226-ab-1340,,,,,,,,,0,31836,Tramvajs 5,2026-04-01T13:56:16+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM5-01-1-260226-ba-1440,TRAM5-01-1-260226-ba-1440,,,,,,,,,0,31836,Tramvajs 5,2026-04-01T13:56:16+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM5-02-1-260226-ab-1420,TRAM5-02-1-260226-ab-1420,,,,,,,,,0,30917,Tramvajs 5,2026-04-01T13:51:26+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM5-02-1-260226-ba-1310,TRAM5-02-1-260226-ba-1310,,,,,,,,,0,30917,Tramvajs 5,2026-04-01T13:51:26+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM5-03-1-260226-ab-1450,TRAM5-03-1-260226-ab-1450,,,,,,,,,0,30100,Tramvajs 5,2026-04-01T13:56:13+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM5-03-1-260226-ba-1340,TRAM5-03-1-260226-ba-1340,,,,,,,,,0,30100,Tramvajs 5,2026-04-01T13:56:13+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM5-04-1-260226-ab-1310,TRAM5-04-1-260226-ab-1310,,,,,,,,,0,30743,Tramvajs 5,2026-04-01T13:56:13+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM5-04-1-260226-ba-1410,TRAM5-04-1-260226-ba-1410,,,,,,,,,0,30743,Tramvajs 5,2026-04-01T13:56:13+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM7-01-1-251208-ab-1440,TRAM7-01-1-251208-ab-1440,riga_tram_7,7,Ausekļa iela - Ķengarags,,,0.0,Ķengarags,riga_tram_7_a-b,0,57539,Tramvajs 7,2026-04-01T13:56:14+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM7-01-1-251208-ba-1410,TRAM7-01-1-251208-ba-1410,riga_tram_7,7,Ausekļa iela - Ķengarags,,,1.0,Ausekļa iela,riga_tram_7_b-a,0,57539,Tramvajs 7,2026-04-01T13:56:14+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM7-03-1-251208-ab-1340,TRAM7-03-1-251208-ab-1340,riga_tram_7,7,Ausekļa iela - Ķengarags,,,0.0,Ķengarags,riga_tram_7_a-b,0,35272,Tramvajs 7,2026-04-01T13:56:17+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM7-03-1-251208-ab-1450,TRAM7-03-1-251208-ab-1450,riga_tram_7,7,Ausekļa iela - Ķengarags,,,0.0,Ķengarags,riga_tram_7_a-b,0,35272,Tramvajs 7,2026-04-01T13:56:17+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM7-03-1-251208-ba-1420,TRAM7-03-1-251208-ba-1420,riga_tram_7,7,Ausekļa iela - Ķengarags,,,1.0,Ausekļa iela,riga_tram_7_b-a,0,35272,Tramvajs 7,2026-04-01T13:56:17+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM7-04-1-251208-ab-1450,TRAM7-04-1-251208-ab-1450,riga_tram_7,7,Ausekļa iela - Ķengarags,,,0.0,Ķengarags,riga_tram_7_a-b,0,32178,Tramvajs 7,2026-04-01T13:56:16+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM7-04-1-251208-d3a-1430,TRAM7-04-1-251208-d3a-1430,riga_tram_7,7,Ausekļa iela - Ķengarags,,,1.0,Ausekļa iela,riga_tram_7_d3-a,0,32178,Tramvajs 7,2026-04-01T13:56:16+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM7-05-1-251208-ab-1350,TRAM7-05-1-251208-ab-1350,riga_tram_7,7,Ausekļa iela - Ķengarags,,,0.0,Ķengarags,riga_tram_7_a-b,0,57561,Tramvajs 7,2026-04-01T13:56:07+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM7-05-1-251208-ba-1430,TRAM7-05-1-251208-ba-1430,riga_tram_7,7,Ausekļa iela - Ķengarags,,,1.0,Ausekļa iela,riga_tram_7_b-a,0,57561,Tramvajs 7,2026-04-01T13:56:07+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM7-06-1-251208-d3a-1450,TRAM7-06-1-251208-d3a-1450,riga_tram_7,7,Ausekļa iela - Ķengarags,,,1.0,Ausekļa iela,riga_tram_7_d3-a,0,32134,Tramvajs 7,2026-04-01T13:56:17+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM7-07-1-251208-ab-1400,TRAM7-07-1-251208-ab-1400,riga_tram_7,7,Ausekļa iela - Ķengarags,,,0.0,Ķengarags,riga_tram_7_a-b,0,57604,Tramvajs 7,2026-04-01T13:56:05+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM7-07-1-251208-ba-1330,TRAM7-07-1-251208-ba-1330,riga_tram_7,7,Ausekļa iela - Ķengarags,,,1.0,Ausekļa iela,riga_tram_7_b-a,0,57604,Tramvajs 7,2026-04-01T13:56:05+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM7-07-1-251208-ba-1450,TRAM7-07-1-251208-ba-1450,riga_tram_7,7,Ausekļa iela - Ķengarags,,,1.0,Ausekļa iela,riga_tram_7_b-a,0,57604,Tramvajs 7,2026-04-01T13:56:05+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM7-08-1-251208-ab-1410,TRAM7-08-1-251208-ab-1410,riga_tram_7,7,Ausekļa iela - Ķengarags,,,0.0,Ķengarags,riga_tram_7_a-b,0,35239,Tramvajs 7,2026-04-01T13:52:53+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM7-08-1-251208-ba-1340,TRAM7-08-1-251208-ba-1340,riga_tram_7,7,Ausekļa iela - Ķengarags,,,1.0,Ausekļa iela,riga_tram_7_b-a,0,35239,Tramvajs 7,2026-04-01T13:52:53+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM7-08-1-251208-bd3-1440,TRAM7-08-1-251208-bd3-1440,riga_tram_7,7,Ausekļa iela - Ķengarags,,,1.0,3.depo (Fridriķa ielā),riga_tram_7_b-d3,0,35239,Tramvajs 7,2026-04-01T13:52:53+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM7-09-1-251208-ab-1420,TRAM7-09-1-251208-ab-1420,riga_tram_7,7,Ausekļa iela - Ķengarags,,,0.0,Ķengarags,riga_tram_7_a-b,0,30307,Tramvajs 7,2026-04-01T13:56:16+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM7-09-1-251208-ba-1350,TRAM7-09-1-251208-ba-1350,riga_tram_7,7,Ausekļa iela - Ķengarags,,,1.0,Ausekļa iela,riga_tram_7_b-a,0,30307,Tramvajs 7,2026-04-01T13:56:16+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM7-09-1-251208-ba-1500,TRAM7-09-1-251208-ba-1500,riga_tram_7,7,Ausekļa iela - Ķengarags,,,1.0,Ausekļa iela,riga_tram_7_b-a,0,30307,Tramvajs 7,2026-04-01T13:56:16+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM7-10-1-251208-ab-1430,TRAM7-10-1-251208-ab-1430,riga_tram_7,7,Ausekļa iela - Ķengarags,,,0.0,Ķengarags,riga_tram_7_a-b,0,57583,Tramvajs 7,2026-04-01T13:56:13+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM7-10-1-251208-ba-1400,TRAM7-10-1-251208-ba-1400,riga_tram_7,7,Ausekļa iela - Ķengarags,,,1.0,Ausekļa iela,riga_tram_7_b-a,0,57583,Tramvajs 7,2026-04-01T13:56:13+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM8-01-1-260226-ab-1350,TRAM8-01-1-260226-ab-1350,,,,,,,,,0,35076,Tramvajs 8,2026-04-01T13:56:16+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM8-02-1-260226-ab-1420,TRAM8-02-1-260226-ab-1420,,,,,,,,,0,30405,Tramvajs 8,2026-04-01T13:56:18+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM8-02-1-260226-ba-1330,TRAM8-02-1-260226-ba-1330,,,,,,,,,0,30405,Tramvajs 8,2026-04-01T13:56:18+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM8-03-1-260226-ba-1400,TRAM8-03-1-260226-ba-1400,,,,,,,,,0,30220,Tramvajs 8,2026-04-01T13:56:18+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM8-04-1-260226-ab-1320,TRAM8-04-1-260226-ab-1320,,,,,,,,,0,31751,Tramvajs 8,2026-04-01T13:56:16+03:00,2026-04-01T13:56:21+03:00
trip_update_TRAM8-04-1-260226-ba-1430,TRAM8-04-1-260226-ba-1430,,,,,,,,,0,31751,Tramvajs 8,2026-04-01T13:56:16+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL1-01-1-260323-ab-1430,TROL1-01-1-260323-ab-1430,,,,,,,,,0,19715,Trolejbuss 1,2026-04-01T13:56:17+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL1-01-1-260323-ba-1400,TROL1-01-1-260323-ba-1400,,,,,,,,,0,19715,Trolejbuss 1,2026-04-01T13:56:17+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL1-02-1-260323-ab-1400,TROL1-02-1-260323-ab-1400,,,,,,,,,0,19761,Trolejbuss 1,2026-04-01T13:56:16+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL1-02-1-260323-ab-1500,TROL1-02-1-260323-ab-1500,,,,,,,,,0,19761,Trolejbuss 1,2026-04-01T13:56:16+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL1-02-1-260323-ba-1430,TROL1-02-1-260323-ba-1430,,,,,,,,,0,19761,Trolejbuss 1,2026-04-01T13:56:16+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL11-01-1-260323-ab-1350,TROL11-01-1-260323-ab-1350,,,,,,,,,0,19781,Trolejbuss 11,2026-04-01T13:56:14+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL11-01-1-260323-ab-1450,TROL11-01-1-260323-ab-1450,,,,,,,,,0,19781,Trolejbuss 11,2026-04-01T13:56:14+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL11-01-1-260323-ba-1430,TROL11-01-1-260323-ba-1430,,,,,,,,,0,19781,Trolejbuss 11,2026-04-01T13:56:14+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL11-02-1-260323-ab-1420,TROL11-02-1-260323-ab-1420,,,,,,,,,0,19596,Trolejbuss 11,2026-04-01T13:56:18+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL11-02-1-260323-ba-1400,TROL11-02-1-260323-ba-1400,,,,,,,,,0,19596,Trolejbuss 11,2026-04-01T13:56:18+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL11-02-1-260323-ba-1500,TROL11-02-1-260323-ba-1500,,,,,,,,,0,19596,Trolejbuss 11,2026-04-01T13:56:18+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL12-01-1-260323-ab-1420,TROL12-01-1-260323-ab-1420,,,,,,,,,0,29200,Trolejbuss 12,2026-04-01T13:56:14+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL12-01-1-260323-ba-1340,TROL12-01-1-260323-ba-1340,,,,,,,,,0,29200,Trolejbuss 12,2026-04-01T13:56:14+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL12-02-1-260323-ab-1450,TROL12-02-1-260323-ab-1450,,,,,,,,,0,27526,Trolejbuss 12,2026-04-01T13:56:15+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL12-02-1-260323-ba-1400,TROL12-02-1-260323-ba-1400,,,,,,,,,0,27526,Trolejbuss 12,2026-04-01T13:56:15+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL12-03-1-260323-ab-1330,TROL12-03-1-260323-ab-1330,,,,,,,,,0,17562,Trolejbuss 12,2026-04-01T13:55:15+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL12-03-1-260323-ba-1420,TROL12-03-1-260323-ba-1420,,,,,,,,,0,17562,Trolejbuss 12,2026-04-01T13:55:15+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL12-05-1-260323-ab-1400,TROL12-05-1-260323-ab-1400,,,,,,,,,0,19639,Trolejbuss 12,2026-04-01T13:56:13+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL12-05-1-260323-ba-1450,TROL12-05-1-260323-ba-1450,,,,,,,,,0,19639,Trolejbuss 12,2026-04-01T13:56:13+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL13-01-1-260323-ab-1420,TROL13-01-1-260323-ab-1420,,,,,,,,,0,19454,Trolejbuss 13,2026-04-01T13:56:16+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL13-01-1-260323-ba-1340,TROL13-01-1-260323-ba-1340,,,,,,,,,0,19454,Trolejbuss 13,2026-04-01T13:56:16+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL13-02-1-260323-ab-1330,TROL13-02-1-260323-ab-1330,,,,,,,,,0,19726,Trolejbuss 13,2026-04-01T13:56:16+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL13-02-1-260323-ba-1420,TROL13-02-1-260323-ba-1420,,,,,,,,,0,19726,Trolejbuss 13,2026-04-01T13:56:16+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL14-01-1-260323-ab-1350,TROL14-01-1-260323-ab-1350,,,,,,,,,0,27134,Trolejbuss 14,2026-04-01T13:56:18+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL14-01-1-260323-ba-1440,TROL14-01-1-260323-ba-1440,,,,,,,,,0,27134,Trolejbuss 14,2026-04-01T13:56:18+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL14-02-1-260323-ab-1410,TROL14-02-1-260323-ab-1410,,,,,,,,,0,28412,Trolejbuss 14,2026-04-01T13:56:16+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL14-02-1-260323-ba-1340,TROL14-02-1-260323-ba-1340,,,,,,,,,0,28412,Trolejbuss 14,2026-04-01T13:56:16+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL14-02-1-260323-ba-1450,TROL14-02-1-260323-ba-1450,,,,,,,,,0,28412,Trolejbuss 14,2026-04-01T13:56:16+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL14-03-1-260323-d2b-1400,TROL14-03-1-260323-d2b-1400,,,,,,,,,0,29277,Trolejbuss 14,2026-04-01T13:56:14+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL14-04-1-260323-ab-1420,TROL14-04-1-260323-ab-1420,,,,,,,,,0,29431,Trolejbuss 14,2026-04-01T13:56:13+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL14-04-1-260323-ba-1350,TROL14-04-1-260323-ba-1350,,,,,,,,,0,29431,Trolejbuss 14,2026-04-01T13:56:13+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL14-06-1-260323-ab-1430,TROL14-06-1-260323-ab-1430,,,,,,,,,0,29146,Trolejbuss 14,2026-04-01T13:56:16+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL14-06-1-260323-ba-1400,TROL14-06-1-260323-ba-1400,,,,,,,,,0,29146,Trolejbuss 14,2026-04-01T13:56:16+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL14-07-1-260323-ab-1330,TROL14-07-1-260323-ab-1330,,,,,,,,,0,28401,Trolejbuss 14,2026-04-01T13:56:18+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL14-07-1-260323-ab-1450,TROL14-07-1-260323-ab-1450,,,,,,,,,0,28401,Trolejbuss 14,2026-04-01T13:56:18+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL14-07-1-260323-ba-1410,TROL14-07-1-260323-ba-1410,,,,,,,,,0,28401,Trolejbuss 14,2026-04-01T13:56:18+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL14-09-1-260323-ab-1340,TROL14-09-1-260323-ab-1340,,,,,,,,,0,27559,Trolejbuss 14,2026-04-01T13:56:00+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL14-09-1-260323-ba-1430,TROL14-09-1-260323-ba-1430,,,,,,,,,0,27559,Trolejbuss 14,2026-04-01T13:56:00+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL15-01-1-260323-ab-1330,TROL15-01-1-260323-ab-1330,,,,,,,,,0,17616,Trolejbuss 15,2026-04-01T13:56:17+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL15-01-1-260323-ab-1450,TROL15-01-1-260323-ab-1450,,,,,,,,,0,17616,Trolejbuss 15,2026-04-01T13:56:17+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL15-01-1-260323-ba-1420,TROL15-01-1-260323-ba-1420,,,,,,,,,0,17616,Trolejbuss 15,2026-04-01T13:56:17+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL15-03-1-260323-ab-1340,TROL15-03-1-260323-ab-1340,,,,,,,,,0,17901,Trolejbuss 15,2026-04-01T13:56:15+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL15-03-1-260323-ba-1420,TROL15-03-1-260323-ba-1420,,,,,,,,,0,17901,Trolejbuss 15,2026-04-01T13:56:15+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL15-05-1-260323-ab-1350,TROL15-05-1-260323-ab-1350,,,,,,,,,0,17671,Trolejbuss 15,2026-04-01T13:56:02+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL15-05-1-260323-ba-1430,TROL15-05-1-260323-ba-1430,,,,,,,,,0,17671,Trolejbuss 15,2026-04-01T13:56:02+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL15-07-1-260323-ab-1350,TROL15-07-1-260323-ab-1350,,,,,,,,,0,16371,Trolejbuss 15,2026-04-01T13:56:15+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL15-07-1-260323-ba-1440,TROL15-07-1-260323-ba-1440,,,,,,,,,0,16371,Trolejbuss 15,2026-04-01T13:56:15+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL15-09-1-260323-ab-1400,TROL15-09-1-260323-ab-1400,,,,,,,,,0,17812,Trolejbuss 15,2026-04-01T13:55:58+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL15-09-1-260323-ba-1330,TROL15-09-1-260323-ba-1330,,,,,,,,,0,17812,Trolejbuss 15,2026-04-01T13:55:58+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL15-09-1-260323-ba-1440,TROL15-09-1-260323-ba-1440,,,,,,,,,0,17812,Trolejbuss 15,2026-04-01T13:55:58+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL15-11-1-260323-ab-1410,TROL15-11-1-260323-ab-1410,,,,,,,,,0,17801,Trolejbuss 15,2026-04-01T13:56:17+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL15-11-1-260323-ba-1330,TROL15-11-1-260323-ba-1330,,,,,,,,,0,17801,Trolejbuss 15,2026-04-01T13:56:17+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL15-11-1-260323-ba-1450,TROL15-11-1-260323-ba-1450,,,,,,,,,0,17801,Trolejbuss 15,2026-04-01T13:56:17+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL15-13-1-260323-ab-1420,TROL15-13-1-260323-ab-1420,,,,,,,,,0,16316,Trolejbuss 15,2026-04-01T13:51:57+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL15-13-1-260323-ba-1340,TROL15-13-1-260323-ba-1340,,,,,,,,,0,16316,Trolejbuss 15,2026-04-01T13:51:57+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL15-15-1-260323-ab-1420,TROL15-15-1-260323-ab-1420,,,,,,,,,0,17891,Trolejbuss 15,2026-04-01T13:56:02+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL15-15-1-260323-ba-1350,TROL15-15-1-260323-ba-1350,,,,,,,,,0,17891,Trolejbuss 15,2026-04-01T13:56:02+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL15-17-1-260323-ab-1430,TROL15-17-1-260323-ab-1430,,,,,,,,,0,17531,Trolejbuss 15,2026-04-01T13:56:18+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL15-17-1-260323-ba-1400,TROL15-17-1-260323-ba-1400,,,,,,,,,0,17531,Trolejbuss 15,2026-04-01T13:56:18+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL15-19-1-260323-ab-1440,TROL15-19-1-260323-ab-1440,,,,,,,,,0,17638,Trolejbuss 15,2026-04-01T13:56:03+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL15-19-1-260323-ba-1400,TROL15-19-1-260323-ba-1400,,,,,,,,,0,17638,Trolejbuss 15,2026-04-01T13:56:03+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL15-20-1-260323-ab-1440,TROL15-20-1-260323-ab-1440,,,,,,,,,0,29222,Trolejbuss 15,2026-04-01T13:56:14+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL15-20-1-260323-ba-1410,TROL15-20-1-260323-ba-1410,,,,,,,,,0,29222,Trolejbuss 15,2026-04-01T13:56:14+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL16-01-1-260323-ab-1330,TROL16-01-1-260323-ab-1330,,,,,,,,,0,17714,Trolejbuss 16,2026-04-01T13:56:12+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL16-01-1-260323-ab-1450,TROL16-01-1-260323-ab-1450,,,,,,,,,0,17714,Trolejbuss 16,2026-04-01T13:56:12+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL16-01-1-260323-ba-1410,TROL16-01-1-260323-ba-1410,,,,,,,,,0,17714,Trolejbuss 16,2026-04-01T13:56:12+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL16-03-1-260323-ab-1350,TROL16-03-1-260323-ab-1350,,,,,,,,,0,17660,Trolejbuss 16,2026-04-01T13:56:02+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL16-03-1-260323-ba-1430,TROL16-03-1-260323-ba-1430,,,,,,,,,0,17660,Trolejbuss 16,2026-04-01T13:56:02+03:00,2026-04-01T13:56:21+03:00
trip_update_TROL16-04-1-260323-ab-1410,TROL16-04-1-260323-ab-1410,,,,,,,,,0,17736,Trolejbuss 16,2026-04-01T13:56:17+03:00,2026-04-01T13:56:21+03:00
